soil,hor,sand,silt,clay,R25,G25,B25,pH,EC,CaCO3,C,Ca,Mg,Na,depth
soil345,3,42,14,44,0.36,0.27,0.24,9.29,28.2,3.6,0.48,90.8,151,49.7,55
soil345,4,38,17,45,0.4,0.26,0.19,9.29,51.3,4.5,0.24,62.5,170.9,77.1,100
soil345,5,38,17,45,0.4,0.26,0.19,9.35,57.2,6.8,0.13,58.7,178.2,89.5,395
soil346,1,93,3,4,0.55,0.46,0.42,5.67,12.3,0.05,0.06,12.5,4.4,0.5,10
soil346,2,93,3,4,0.71,0.55,0.45,5.45,6.4,0.05,0.25,5.9,3,0.2,25
soil346,3,93,3,4,0.76,0.67,0.55,5.48,2.6,0.05,0.11,0.1,1.4,0.4,55
soil346,6,42,14,44,0.78,0.52,0.28,6.22,14.2,0.05,0.15,28.8,96.4,47.5,100
soil346,7,64,8,28,0.73,0.54,0.34,7.94,13.5,0.05,0.07,30.5,104.4,50,180
soil347,1,46,14,40,0.37,0.27,0.21,7.2,12.2,0.05,2.21,217.7,147.9,5,10
soil347,2,38,17,45,0.37,0.27,0.21,7.82,8.8,0.05,1.34,232.2,175.2,11.6,25
soil347,3,38,17,45,0.37,0.27,0.21,9,18.5,2.8,0.85,169.2,265.7,32.3,55
soil347,4,38,17,45,0.37,0.27,0.21,9.2,51.9,5,0.52,80.4,336.7,95,100
soil347,5,38,17,45,0.45,0.23,0.15,9.02,93,9.3,0.34,66.2,351.5,126,306
soil348,1,46,14,40,0.36,0.27,0.24,6.6,22.4,0.05,2.4,115.8,116.2,6,10
soil348,2,38,17,45,0.36,0.27,0.24,7.16,10.1,0.05,1.64,156.1,163.9,10.8,25
soil348,3,38,17,45,0.37,0.27,0.21,9,27.7,1.4,1.05,122.5,251.6,52.8,55
soil348,4,38,17,45,0.41,0.25,0.2,8.9,79.6,0.7,0.78,106.7,344.3,109.9,100
soil348,5,38,17,45,0.45,0.23,0.15,8.8,104.8,7.6,0.27,88.5,277,95.8,350
soil349,1,42,14,44,0.36,0.27,0.24,6.33,11.3,0.05,2.03,106.8,125.2,5.4,10
soil349,2,38,17,45,0.36,0.27,0.24,7.07,6.4,0.05,1.41,125.5,159.8,14.5,25
soil349,3,38,17,45,0.36,0.27,0.24,9.02,18.3,0.9,1.09,151.2,290.2,45.4,55
soil349,4,38,17,45,0.47,0.36,0.29,8.96,72.9,1.1,0.87,103.1,361.5,103,100
soil349,5,38,17,45,0.54,0.33,0.21,8.99,89.9,5.8,0.26,91.5,299.1,112.3,313
soil350,1,42,14,44,0.37,0.27,0.21,7.6,14.4,0.05,1.78,175.2,141.5,4.9,10
soil350,2,38,17,45,0.37,0.27,0.21,8.15,9.1,0.05,1.11,220.8,192.3,11.3,25
soil350,3,38,17,45,0.4,0.26,0.19,8.98,25.2,3.9,0.61,126.2,272,32.8,55
soil350,4,38,17,45,0.36,0.27,0.25,9.18,66.5,4.8,0.62,58.4,348.6,95.1,100
soil350,5,38,17,45,0.45,0.23,0.15,8.87,112.3,6,0.17,66.2,315.1,91.3,277
soil351,1,42,14,44,0.36,0.27,0.24,6.71,9.7,0.05,2.47,146.7,130.7,6.4,10
soil351,2,38,17,45,0.36,0.27,0.24,7.63,6.7,0.05,1.75,201.5,184.6,20.6,25
soil351,3,38,17,45,0.37,0.27,0.21,8.92,23.5,1.9,1.14,185.9,278.8,51.7,55
soil351,4,42,14,44,0.47,0.36,0.29,8.91,81.4,2.3,0.9,106.7,299.4,107.9,100
soil351,5,42,14,44,0.54,0.33,0.21,9.02,83,10.2,0.18,86.8,304.9,108.3,354
soil352,1,46,14,40,0.37,0.27,0.21,7.53,13.1,0.05,1.9,195.5,145.3,5.8,10
soil352,2,46,14,40,0.37,0.27,0.21,8.06,10,0.05,1.25,235.1,167.7,7.4,25
soil352,3,38,17,45,0.4,0.26,0.19,8.76,19.5,1.7,1.05,165.2,213,19,55
soil352,4,38,17,45,0.4,0.26,0.19,9.23,62.8,6.6,0.47,56.9,253.9,95.5,100
soil352,5,38,17,45,0.45,0.23,0.15,8.84,116.3,9.8,0.28,69.2,283.6,104,261
soil353,1,77,10,12,0.36,0.27,0.24,6.04,8.7,0.05,1.55,28.3,40.7,3.1,10
soil353,2,74,10,16,0.46,0.36,0.33,6.59,3.9,0.05,0.62,24.9,29.1,5.7,25
soil353,3,64,8,28,0.51,0.34,0.27,8.57,8.1,0.05,0.33,51.4,108.1,52.9,55
soil353,4,42,14,44,0.51,0.34,0.27,9.15,50.5,0.4,0.25,42.7,109.4,87.5,100
soil353,5,42,14,44,0.58,0.45,0.33,9.26,64.1,0.3,0.14,37.1,76.1,84.8,364
soil354,1,75.7,6.4,13.5,0.35,0.27,0.24,5.01,4.3,0.05,2.59,7.4,0.05,0.7,10
soil354,2,70.1,8.4,19.2,0.71,0.55,0.45,4.98,3,0.05,1.33,0.5,11.7,0.1,20
soil354,3,61.7,8.05,28.6,0.71,0.55,0.45,5.18,4.55,0.05,0.94,0.28,34.55,3.6,30
soil354,4,53.3,7.7,38,0.41,0.25,0.2,5.38,6.1,0.05,0.55,0.05,57.4,7.1,55
soil354,5,37,25,37.7,0.6,0.44,0.37,8.01,27.9,0.05,0.11,0.05,108.4,26.1,100
soil354,6,55.6,18.1,25.7,0.75,0.53,0.37,8.76,37.1,0.05,0.25,0.05,68.6,23.6,730
soil355,1,89,5,6,0.35,0.27,0.24,5.07,8.2,0.05,1.66,1.2,27.1,0.3,10
soil355,2,89,5,6,0.44,0.37,0.31,5.14,4.2,0.05,0.97,0.05,13.4,0.05,25
soil355,3,89,5,6,0.65,0.56,0.45,5.7,1.3,0.05,0.24,0.05,0.9,0.2,55
soil355,4,83,8,9,0.65,0.56,0.51,5.99,1.7,0.05,0.09,0.05,7.7,0.9,100
soil355,5,83,8,9,0.64,0.43,0.27,6.27,2.1,0.05,0.08,0.05,7.8,2.8,730
soil360,1,24,16.9,57.9,0.35,0.27,0.24,8.49,15,0.1,0.64,275.8,119.9,39,10
soil360,2,26.1,17.1,55.6,0.35,0.27,0.24,8.96,21.4,0.3,0.47,284.7,121.8,51.1,25
soil360,3,29.5,17.7,51.5,0.35,0.27,0.24,9.11,29.5,0.5,0.43,283.6,128.1,95.9,55
soil360,4,22.2,17,59.1,0.49,0.35,0.25,8.72,96.5,0.9,0.24,234.1,133.9,149.8,100
soil360,5,16.8,18.5,63,0.46,0.36,0.33,8.68,110.1,1.1,0.09,260.2,145.9,147.8,561
soil361,1,43.6,18.6,36.5,0.25,0.19,0.16,7.63,9.7,0.05,0.72,152.6,89.1,37.4,10
soil361,2,31.4,23.8,43.4,0.25,0.19,0.16,8.19,16.9,0.05,0.79,189.9,112.2,63,25
soil361,3,34.1,23.9,40.5,0.25,0.19,0.16,8.71,38.8,0.1,0.72,188,110.9,81.4,55
soil361,4,24.5,18.9,55.3,0.55,0.46,0.36,8.85,70.1,0.9,0.11,225.8,126.2,116.8,100
soil361,5,24.3,16.7,57.1,0.55,0.46,0.36,8.93,72.2,1.4,0.11,255.7,134.4,116.4,673
soil362,1,23.9,17.5,57.4,0.35,0.27,0.24,8.97,10.2,0.2,0.57,288.9,113.9,38.9,10
soil362,2,26,16.7,55.9,0.35,0.27,0.24,9.14,14.8,0.4,0.55,284.7,124.2,53.8,25
soil362,3,25.1,17.5,56.2,0.35,0.27,0.24,9.28,22.7,0.4,0.44,276.7,122.2,86.3,55
soil362,4,15.8,19.9,61.7,0.46,0.36,0.33,8.92,68.2,1.8,0.31,260.5,149.1,135.8,100
soil362,5,13.7,18.2,66.7,0.46,0.36,0.33,8.86,93.5,0.9,0.1,256.6,140.5,150.1,713
soil370,1,32,19,47.7,0.34,0.28,0.23,7.66,14.2,0.1,0.69,187.1,107.4,35.9,10
soil370,2,34.4,18.2,46.4,0.34,0.28,0.23,8.12,12.3,0.05,0.57,202.9,117.6,41,25
soil370,3,29.2,19.1,50.1,0.35,0.27,0.24,9.02,30.7,0.4,0.66,208.6,127.2,81.8,55
soil370,4,25.7,16.7,56.2,0.45,0.36,0.33,8.15,150.2,0.5,0.18,237.5,144.5,135.5,100
soil370,5,25.9,17,56.2,0.49,0.35,0.25,8.64,95.3,0.4,0.06,236.2,136.2,131.1,622
soil371,1,38,18.4,42.2,0.34,0.28,0.23,7.75,19.4,0.05,0.81,166.4,110.2,35.4,10
soil371,2,32.4,21.9,44.6,0.34,0.28,0.23,8.65,16.3,0.05,0.62,202.1,110.2,65.1,25
soil371,3,31.6,23.2,42.9,0.34,0.28,0.23,8.97,47.4,1.1,0.59,166.3,98.3,92.7,55
soil371,4,27.8,19.2,51.2,0.45,0.36,0.33,8.61,93,1.2,0.17,192.1,118.2,116.3,100
soil371,5,24.7,16.9,56,0.45,0.36,0.33,8.87,76.8,1.9,0.11,209.5,121.6,137.9,683
soil412,1,61,20,19,0.25,0.19,0.16,6.89,10.1,0.05,3.08,147.1,34.2,2.2,10
soil412,2,46,14,40,0.25,0.19,0.16,8.02,8,0.05,1.37,232.9,75.6,19,25
soil412,3,46,14,40,0.25,0.19,0.16,8.93,28,0.4,1.13,265.5,73.8,55.1,55
soil412,4,42,14,44,0.31,0.28,0.25,8.67,103,2.1,1.13,260.5,176.3,103.3,100
soil412,5,42,14,44,0.46,0.36,0.33,8.68,99,4.4,0.3,204.9,160.5,67.5,488
soil413,1,38,17,45,0.35,0.27,0.24,8.01,12.5,0.2,1.45,260.6,103.2,11.6,10
soil413,2,38,17,45,0.31,0.28,0.25,8.05,8.7,0.05,1.13,259.3,138,21.5,25
soil413,3,38,17,45,0.35,0.27,0.24,8.83,20.2,0.4,0.98,249.1,144.7,39.1,55
soil413,4,38,17,45,0.46,0.36,0.33,9.19,32.8,2.7,0.49,193.2,152.1,67.7,100
soil413,5,42,14,44,0.51,0.34,0.27,9.22,34,1.8,0.2,189.2,151.8,71.4,321
soil414,1,42,14,44,0.31,0.28,0.25,8.42,14.4,0.3,1.53,300.8,65.9,5.9,3
soil414,2,42,14,44,0.31,0.28,0.25,8.57,14.05,0.6,1.33,301.85,83.7,13.25,10
soil414,3,42,14,44,0.25,0.19,0.16,8.72,13.7,0.9,1.13,302.9,101.5,20.6,25
soil414,4,38,17,45,0.25,0.19,0.16,8.86,16.9,1.7,1.08,290.1,131.7,46.6,55
soil414,5,38,17,45,0.46,0.36,0.33,9.06,26.4,2.3,0.65,217.9,113.8,69,100
soil414,6,46,14,40,0.46,0.36,0.33,9.2,40.6,1.6,0.24,190.6,104.6,61.6,389
soil415,1,55,20,25,0.25,0.19,0.16,6.55,6.6,0.05,1.29,64.2,49.2,3.2,10
soil415,2,55,20,25,0.25,0.19,0.16,6.96,6.5,0.05,0.98,85,59.9,10.3,25
soil415,3,38,17,45,0.45,0.36,0.26,8.89,21.5,1.5,0.47,133.1,155,22.1,55
soil415,4,33,32,34,0.46,0.36,0.33,9.15,38.6,6.8,0.38,74.7,145.1,37.7,100
soil415,5,33,32,34,0.58,0.45,0.33,9.08,56,2.6,0.14,53.5,146.9,46,320
soil416,1,62.9,13.5,18.3,0.31,0.28,0.25,6.43,17.9,0.05,3.05,44.9,29.2,0.4,3
soil416,2,64,13.45,19.25,0.31,0.28,0.25,6.23,13.4,0.05,1.89,40.05,19.05,0.3,10
soil416,3,65.1,13.4,20.2,0.41,0.38,0.34,6.03,8.9,0.05,0.73,35.2,8.9,0.2,25
soil416,4,84.2,4.7,10,0.35,0.27,0.24,6.75,2.4,0.05,0.62,46,4.9,0.5,55
soil416,5,90.4,3.9,5.4,0.65,0.56,0.51,7.12,1.7,0.05,0.18,18.5,4.1,0.05,100
soil416,7,62.8,2.9,34,0.73,0.54,0.34,8.32,7.7,0.05,0.14,48.6,59.8,17.4,301
soil417,1,71.8,6.7,18.8,0.35,0.27,0.24,6.58,9.2,0.05,1.56,84.1,29.2,1.1,10
soil417,2,86.2,3.8,8.9,0.45,0.36,0.33,6.6,2.8,0.05,0.66,24.6,8.6,0.5,25
soil417,3,89.1,3.6,6.8,0.35,0.27,0.19,6.82,1.9,0.05,0.29,19.1,6.6,0.4,40
soil417,4,74,3,22.6,0.35,0.27,0.19,7.66,6.45,0.05,0.22,46.85,48.25,12.8,70
soil417,5,58.9,2.4,38.4,0.67,0.42,0.18,8.49,11,0.05,0.15,74.6,89.9,25.2,100
soil417,6,57.9,3.3,38.6,0.69,0.55,0.43,8.61,34.7,0.05,0.07,55.2,94.5,36.3,329
soil418,1,77.3,7.2,13,0.35,0.27,0.24,7.24,11.2,0.05,1.44,47.9,14.3,0.1,10
